4213.4,9777.9,3189.24,2248.4,1342.9,5108.2,3239.07,6157.6,7.96
4187.3,9891.4,3172.09,2245.66,1308.9,5166.8,3248.28,6146.35,8.068
4104.4,9876.4,3126.03,2234.02,1320.9,5172.9,3224.17,6079.8,8.068
4046.6,9887.8,3087.08,2232.54,1331.6,5167.4,3193.14,6048.25,8.126
3914.1,9730.8,3018.1,2181.68,1358.4,5056.5,3106.27,5904.6,8.199
3823,9458.3,2936.04,2147.74,1375.2,4944.5,3030.06,5762.85,8.226
3835.4,9354.7,2922.22,2142.87,1387.9,4936.3,3024.08,5754.1,8.208
3918.4,9469.8,2967.66,2172.02,1388.3,4971.7,3079.93,5863.25,8.178
3907.8,9368.3,2934.22,2143.7,1396,4940.3,3062.52,5751.9,8.142
3819.8,9252,2875.34,2140.65,1401.1,4906.3,3009.99,5654.55,8.191
3809.2,9205,2848.01,2138.9,1386.8,4877.1,2971.18,5654.75,8.234
3824,9198.1,2874.21,2161.75,1367.9,4956,3000.84,5724.05,8.194
3825.6,9083.3,2875.88,2165.74,1375.8,4925.9,3009.49,5691.05,8.184
3827.5,9006.6,2895.47,2172.56,1365.7,4925.8,3005.63,5711.6,8.13
3829.5,9071.3,2888.63,2161.72,1380.8,4916.6,2991.66,5696.5,8.171
3868.6,9053.2,2919.2,2162.24,1376.3,4908.2,3006.72,5743.25,8.185
3825,9022.1,2898.99,2162.92,1369.7,4835,3005.2,5687.4,8.154
3776.9,8897.1,2858.14,2122.64,1367.1,4703.4,2961.89,5604.3,8.148
3644.1,8720.3,2795.83,2087.43,1379.5,4659.1,2905.73,5512.15,8.132
3657.9,8788,2789.39,2075.62,1389.2,4689.8,2910.39,5505.9,8.148
3559.9,8611,2731.44,2039.95,1391.4,4629.2,2870.52,5417.2,8.154
3555.6,8718.7,2726.34,2062.16,1410.3,4630.2,2883.26,5432,8.15
3613.5,8869.7,2778.76,2082.48,1408.8,4640.9,2935.25,5526.75,8.162
3550.6,8677.5,2717.36,2045.96,1406.4,4573.2,2880.17,5395.75,8.196
3555.5,8734,2719.1,2036.11,1419.8,4500.2,2891,5396,8.207
3451.4,8571.2,2650.85,2004.99,1430.1,4427.6,2828.76,5312.55,8.179
3393.1,8497.2,2576.31,1950.68,1437.4,4373.2,2731.74,5253.55,8.166
3421.2,8426.6,2593.86,1932.34,1441,4393.4,2730.64,5225.8,8.131
3511.8,8520.5,2654.27,1950.34,1456.1,4428.7,2756.99,5310,8.127
3649.8,8619.9,2749.56,1996.24,1469.5,4515.2,2826.74,5456,8.09
3669.4,8788.3,2758.94,1994.43,1475.3,4498.3,2841.18,5481,8.105
3650.6,8796.6,2786.56,1994.34,1442.5,4451.3,2859.4,5481.7,8.083
3684.4,8828.1,2817.41,2016.58,1450.1,4477.4,2874.96,5546.45,8.099
3602.3,8645.6,2758.91,1978.4,1448.6,4463.2,2820.24,5458.95,8.078
3558,8769.6,2779.79,2001.8,1442.2,4497.3,2853.11,5518.6,8.063
3495.1,8868.3,2736.6,1981.82,1442.9,4458.9,2838.16,5469.2,8.039
3514.1,8891.9,2721.15,1977.35,1491.2,4426.4,2838.23,5437.35,8.075
3385.9,8675.8,2625.41,1929.1,1489.8,4300.2,2758.37,5262.7,8.079
3416.2,8660.8,2640.42,1907.62,1500.1,4328.1,2748.03,5303.55,7.992
3423.4,8680.1,2636.83,1897.72,1482.8,4331,2754.08,5333.25,7.994
3610.3,8908.2,2738.85,1951.77,1481.5,4473.6,2839.01,5522.3,7.936
3675.9,8860.9,2750.23,1937.86,1482.5,4456.4,2824.36,5536.2,7.942
3693.1,8915.2,2752.94,1940.96,1488.1,4446.7,2835.53,5538.75,7.98
3600.2,8860.8,2714,1920.7,1479,4427.3,2807.51,5463.15,7.964
3641.3,8918.6,2740.03,1949.02,1476.7,4447.2,2836.48,5520.8,7.961
3664.4,8936.4,2753.6,1961.42,1450.4,4425,2840.19,5531,7.961
3661.1,8889.1,2729.6,1961.28,1445.9,4395.6,2821.39,5494.4,7.965
3625.4,8937.6,2697.3,1928.14,1431.8,4386.8,2797.72,5445.45,7.962
3655.7,9145,2746.82,1948.12,1441.4,4419.8,2851.73,5531.5,7.963
3581.4,9140.6,2700.06,1917.92,1439.1,4346.2,2804.01,5449.65,7.965
3637.7,9222,2741.35,1936.62,1440.2,4408.9,2833.88,5511.15,7.989
3587,9134.2,2720.27,1926.76,1440.1,4385.5,2818.18,5446.65,8.005
3519.9,8921.2,2701.76,1915.8,1427.2,4340,2798.84,5373.7,8.017
3514.3,8904.5,2698.37,1905.21,1441.9,4344.8,2793.21,5364.75,8.016
3571.7,8975.3,2718.89,1921.98,1426.5,4389.7,2813.86,5413.85,8.013
3570.2,9080.4,2749.13,1939.28,1422.9,4462.3,2842.88,5480.25,8.013
3625.7,9070.3,2769.56,1957.67,1420.3,4463,2858.91,5522.4,7.992
3677.6,9212.4,2827.31,1998.55,1421.6,4480.4,2898.88,5654.25,7.982
3739,9225.2,2844.43,2019.54,1423.2,4441.4,2902.19,5687.25,8.002
3786.9,9272.5,2864.32,2035.6,1411.9,4469.3,2928.01,5736.35,8.016
3842.7,9329.5,2906.95,2043.04,1432.5,4561,2948.73,5787.65,7.985
3862.4,9480.6,2919.71,2050.99,1432.6,4535.8,2983.52,5833.75,7.977
3882.1,9421,2927.42,2063.44,1430.4,4550.9,2997.05,5826.05,7.99
3951.9,9525.9,2967.05,2089.39,1443,4570.4,3030.35,5908.45,7.974
3963.8,9487.3,2970.3,2120.7,1438.5,4590.8,3044.66,5910.05,7.965
3976.8,9494.8,2973.77,2115.45,1445.2,4577.1,3042.5,5891.75,8.019
3974,9441.4,2982.09,2121.98,1443.4,4583.6,3033.16,5885.7,8.024
3899.8,9318.3,2948.78,2101.78,1385.8,4587.9,2990.69,5842,8.064
3819.7,9188.2,2916.35,2095.17,1382.1,4588.2,2961.4,5785.7,8.082
3912.1,9330.4,2972.39,2133.23,1399.2,4619,2999.4,5911.5,8.08
3914.6,9285.4,2949.1,2098.54,1423,4593.8,2976.13,5824.55,8.092
3893.4,9203.2,2892.06,2059.84,1418.4,4563.9,2935.69,5729.1,8.11
3873,9248.4,2894.34,2080.45,1411.2,4546.5,2939.7,5740.75,8.134
3977.4,9384.7,2937.47,2117.76,1396.8,4619,2996.21,5851.65,8.091
4001.5,9486.9,2956.27,2108.66,1394.6,4610.3,3031.88,5884.7,8.091
4015.3,9340.2,2957.63,2106.17,1403.4,4619.5,3029.06,5874.5,8.111
4020.1,9305.8,2955.64,2112.12,1403.7,4640.9,3032.52,5868.4,8.135
4024.3,9250.3,2927.09,2105.88,1415.2,4654.9,3017.93,5833.9,8.139
3994.4,9195.9,2890.87,2072.42,1397.1,4647.5,2998.94,5785.45,8.23
3982.1,9213.9,2861.01,2072.62,1377.2,4685.5,2984.19,5749.5,8.294
3926.5,9113,2841.42,2061.99,1380.5,4712.7,2958.97,5701.3,8.268
3784.8,8923.3,2771.95,2025.88,1382.3,4642.5,2904.05,5565.25,8.183
3730.1,9004,2737.51,2008.69,1382,4590.9,2891.31,5537.15,8.262
3715.9,8941.2,2686.76,1974.63,1410.3,4506.2,2846.26,5459.85,8.284
3835,8954.1,2735.78,1991.26,1441.2,4539.2,2858.98,5551.45,8.292
3784.8,8979.8,2737.09,1994.31,1445.4,4532,2866.48,5551.1,8.212
3780.8,8964.7,2733.69,1998.39,1445,4522.8,2870.57,5541.25,8.276
3822.3,8957.7,2740.74,2016.06,1423.8,4542.2,2877.81,5565.05,8.283
3774.5,8889.7,2705,1997.82,1434.9,4544.8,2832.31,5486.15,8.292
3827.2,8916.1,2740.93,2014.28,1424.1,4607.5,2862.46,5544.75,8.321
3803.5,8849.8,2712.49,2003.62,1393.5,4660,2832.53,5499,8.354
3760.4,8615.6,2688.39,1993.91,1399.3,4648,2792.23,5438.95,8.344
3729.3,8486.5,2679.15,1990.47,1404.6,4584.9,2775.8,5420.6,8.374
3732.5,8541.2,2667.36,1977.39,1372.9,4563.8,2756.82,5428.1,8.374
3788.4,8598.1,2708.6,1989.7,1372.5,4619.8,2777.37,5486.35,8.397
3723.8,8472.4,2647.62,1958.1,1347.1,4541.5,2719.05,5386.55,8.457
3720.6,8482.8,2664.42,1959,1371.1,4561.8,2722.31,5394.85,8.432
3716.9,8392.9,2648.91,1949.31,1376.4,4567,2704.46,5348.95,8.411
3773.8,8614.3,2679.4,1944.26,1365,4604.8,2756.02,5412.35,8.328
3740.8,8719.2,2713.09,1980.4,1374.1,4632.1,2795.77,5476.1,8.279
3685,8675,2717.31,1988.83,1381.8,4736.7,2777.42,5473.1,8.268
3733.4,8784.1,2768.61,2001.24,1360.7,4822.7,2824.2,5560.15,8.261
3739.9,8802.4,2793.52,2030.86,1376.4,4805.6,2843.66,5592,8.284
3696.5,8803.7,2762.06,2020.8,1395.1,4806.9,2820.14,5550.35,8.248
3685.9,8710.1,2754.85,2012.34,1395.3,4759.4,2801.08,5516.75,8.269
3665.7,8693.4,2754.94,2015.8,1388.4,4807.3,2783.75,5532.05,8.235
3669.3,8792.7,2764.19,2021.63,1399.3,4850.3,2801.27,5556.15,8.246
3643.9,8750,2752.62,2022.01,1403.1,4795.1,2784.93,5526.85,8.335
3622.7,8752.9,2749.44,2022.45,1379.2,4773.7,2774.66,5521.05,8.397
3608.7,8702.6,2724.09,2012.94,1367.5,4772.6,2757.89,5485.8,8.3
3615.1,8653.9,2728.57,2013.6,1342.5,4790.4,2748.26,5482.8,8.275
3611.7,8607.3,2748.55,2022.71,1346.6,4822.5,2756.17,5500.5,8.196
3604.6,8514.5,2718.96,2008.37,1342.5,4820.6,2730.12,5447.5,8.225
3570.4,8442.4,2688.5,1988.15,1339.6,4819.7,2700.54,5396.75,8.251
3531.2,8353.3,2692.14,1956.01,1323.3,4754.5,2690.11,5366.4,8.268
3448.1,8072.7,2635.75,1834.79,1307.3,4654.4,2615.89,5257.9,8.247
3455.6,8144.4,2630.36,1836.66,1314.7,4686.9,2622.45,5275.85,8.262
3459.5,8162,2625.35,1813.45,1308,4691.6,2621.04,5278.3,8.288
3470.9,8308.2,2626.92,1822.51,1288.1,4660.6,2631.91,5320,8.319
3577.9,8420.8,2709.84,1867.57,1286.5,4720.5,2703.89,5471.25,8.326
3628,8522.4,2741.92,1875.69,1281.4,4765.7,2736.99,5526.6,8.354
3661,8504.7,2746.06,1885.96,1265.7,4795.1,2737.79,5545.3,8.357
3661.5,8545.4,2760.36,1896.28,1247.7,4828.2,2755.36,5600.45,8.343
3671.8,8615,2788.76,1903.66,1253.6,4817,2766.55,5647.4,8.333
3666.2,8475,2792.32,1917.94,1252.4,4796.2,2761.35,5627.2,8.359
3702.8,8523.2,2806.34,1939.12,1228.5,4828.2,2778.91,5650.5,8.355
3731.8,8398.4,2808.19,1943.32,1210.4,4821.9,2773.16,5632.1,8.321
3750.9,8403.2,2802.16,1938.48,1177.3,4795.6,2768.99,5625.45,8.28
3804.9,8557.5,2849.73,1964.22,1202.8,4885.5,2811.95,5728.95,8.305
3798.8,8474.3,2812.41,1947.58,1222.5,4850.3,2755.21,5660.65,8.247
